query_id,query,source,rank,doc_id,chunk_id,score_vetorial,qrel_score,julgado
56,uso de áreas comerciais em aeroportos pregão,expression from LLM question,3,2845,2845_1,0.8571435213088989,,False
56,uso de áreas comerciais em aeroportos pregão,expression from LLM question,4,31249,31249_0,0.850341796875,3.0,True
56,uso de áreas comerciais em aeroportos pregão,expression from LLM question,5,17357,17357_1,0.8471444845199585,,False
56,uso de áreas comerciais em aeroportos pregão,expression from LLM question,6,14273,14273_0,0.8457131385803223,2.0,True
56,uso de áreas comerciais em aeroportos pregão,expression from LLM question,7,14278,14278_3,0.8439666032791138,,False
56,uso de áreas comerciais em aeroportos pregão,expression from LLM question,8,18243,18243_0,0.8410454988479614,,False
56,uso de áreas comerciais em aeroportos pregão,expression from LLM question,9,31252,31252_2,0.8391563892364502,1.0,True
56,uso de áreas comerciais em aeroportos pregão,expression from LLM question,10,11970,11970_0,0.8390734195709229,,False
57,cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação,expression from LLM question,1,5714,5714_0,0.8721418380737305,3.0,True
57,cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação,expression from LLM question,2,18426,18426_0,0.8653283715248108,2.0,True
57,cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação,expression from LLM question,3,21862,21862_0,0.8632066249847412,,False
57,cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação,expression from LLM question,4,18037,18037_0,0.8631106615066528,,False
57,cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação,expression from LLM question,5,31251,31251_0,0.8613366484642029,,False
57,cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação,expression from LLM question,6,17360,17360_2,0.8580409288406372,,False
57,cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação,expression from LLM question,7,14862,14862_0,0.8579776883125305,,False
57,cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação,expression from LLM question,8,31618,31618_0,0.8566914796829224,,False
57,cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação,expression from LLM question,9,31281,31281_0,0.8554312586784363,,False
57,cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação,expression from LLM question,10,18223,18223_0,0.8551070690155029,,False
58,capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação,expression from LLM question,1,22144,22144_0,0.8689011335372925,,False
58,capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação,expression from LLM question,2,17967,17967_0,0.8672961592674255,2.0,True
58,capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação,expression from LLM question,3,31671,31671_0,0.8672302961349487,,False
58,capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação,expression from LLM question,4,21923,21923_0,0.8657635450363159,,False
58,capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação,expression from LLM question,5,22833,22833_0,0.8644042015075684,,False
58,capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação,expression from LLM question,6,22146,22146_0,0.8643038272857666,,False
58,capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação,expression from LLM question,7,33077,33077_0,0.8634170293807983,,False
58,capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação,expression from LLM question,8,21854,21854_0,0.8632570505142212,,False
58,capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação,expression from LLM question,9,21939,21939_0,0.8629441857337952,,False
58,capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação,expression from LLM question,10,22780,22780_3,0.8625779151916504,,False
59,extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços,expression from LLM question,1,18359,18359_1,0.8718657493591309,,False
59,extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços,expression from LLM question,2,83623,83623_0,0.8610097169876099,,False
59,extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços,expression from LLM question,3,17090,17090_0,0.85964035987854,3.0,True
59,extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços,expression from LLM question,4,18057,18057_0,0.8590525984764099,,False
59,extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços,expression from LLM question,5,17240,17240_2,0.8581582903862,,False
59,extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços,expression from LLM question,6,18018,18018_1,0.8575171232223511,,False
59,extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços,expression from LLM question,7,122672,122672_0,0.8571934700012207,,False
59,extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços,expression from LLM question,8,18364,18364_0,0.8562384843826294,,False
59,extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços,expression from LLM question,9,56317,56317_7,0.856162965297699,,False
59,extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços,expression from LLM question,10,21114,21114_0,0.8560643792152405,,False
60,responsabilidade do gestor sucessor omissão do antecessor,expression from LLM question,1,35340,35340_0,0.8668232560157776,,False
60,responsabilidade do gestor sucessor omissão do antecessor,expression from LLM question,2,144943,144943_0,0.8629180788993835,,False
60,responsabilidade do gestor sucessor omissão do antecessor,expression from LLM question,3,35256,35256_0,0.8628053665161133,,False
60,responsabilidade do gestor sucessor omissão do antecessor,expression from LLM question,4,35341,35341_0,0.8607391119003296,,False
60,responsabilidade do gestor sucessor omissão do antecessor,expression from LLM question,5,35257,35257_0,0.8606609106063843,,False
60,responsabilidade do gestor sucessor omissão do antecessor,expression from LLM question,6,35065,35065_0,0.858045756816864,,False
60,responsabilidade do gestor sucessor omissão do antecessor,expression from LLM question,7,68489,68489_2,0.8575263619422913,,False
60,responsabilidade do gestor sucessor omissão do antecessor,expression from LLM question,8,31336,31336_0,0.8561767339706421,,False
60,responsabilidade do gestor sucessor omissão do antecessor,expression from LLM question,9,29178,29178_0,0.8550968170166016,,False
60,responsabilidade do gestor sucessor omissão do antecessor,expression from LLM question,10,34673,34673_0,0.854436993598938,,False
61,projeto de parceria público-privada modalidade,expression from LLM question,1,17128,17128_2,0.8551232218742371,2.0,True
61,projeto de parceria público-privada modalidade,expression from LLM question,2,16157,16157_3,0.8454742431640625,1.0,True
61,projeto de parceria público-privada modalidade,expression from LLM question,3,15071,15071_4,0.8432817459106445,,False
61,projeto de parceria público-privada modalidade,expression from LLM question,4,86184,86184_3,0.8395863771438599,,False
61,projeto de parceria público-privada modalidade,expression from LLM question,5,15107,15107_1,0.839404821395874,,False
61,projeto de parceria público-privada modalidade,expression from LLM question,6,38549,38549_4,0.8393825888633728,,False
61,projeto de parceria público-privada modalidade,expression from LLM question,7,68698,68698_2,0.8389239311218262,1.0,True
61,projeto de parceria público-privada modalidade,expression from LLM question,8,31790,31790_0,0.8387857675552368,,False
61,projeto de parceria público-privada modalidade,expression from LLM question,9,41779,41779_0,0.8384884595870972,,False
61,projeto de parceria público-privada modalidade,expression from LLM question,10,15489,15489_0,0.8384829759597778,,False
62,objeto do certame contrato social licitante,expression from LLM question,1,34226,34226_0,0.8772724270820618,1.0,True
62,objeto do certame contrato social licitante,expression from LLM question,2,39216,39216_0,0.8706250190734863,1.0,True
62,objeto do certame contrato social licitante,expression from LLM question,3,32599,32599_0,0.8694219589233398,,False
62,objeto do certame contrato social licitante,expression from LLM question,4,32613,32613_0,0.8667522668838501,,False
62,objeto do certame contrato social licitante,expression from LLM question,5,21130,21130_0,0.8662806153297424,,False
62,objeto do certame contrato social licitante,expression from LLM question,6,42635,42635_0,0.8661383390426636,1.0,True
62,objeto do certame contrato social licitante,expression from LLM question,7,31563,31563_0,0.8653339147567749,,False
62,objeto do certame contrato social licitante,expression from LLM question,8,13156,13156_0,0.8648251891136169,,False
62,objeto do certame contrato social licitante,expression from LLM question,9,21843,21843_0,0.8647679090499878,,False
62,objeto do certame contrato social licitante,expression from LLM question,10,34127,34127_0,0.8644019365310669,,False
63,responsabilidade gestão dos recursos Fundo Municipal de Saúde,expression from LLM question,1,17184,17184_0,0.8821326494216919,3.0,True
63,responsabilidade gestão dos recursos Fundo Municipal de Saúde,expression from LLM question,2,19452,19452_0,0.8796082735061646,,False
63,responsabilidade gestão dos recursos Fundo Municipal de Saúde,expression from LLM question,3,80730,80730_4,0.8782183527946472,,False
63,responsabilidade gestão dos recursos Fundo Municipal de Saúde,expression from LLM question,4,4856,4856_0,0.8780145645141602,2.0,True
63,responsabilidade gestão dos recursos Fundo Municipal de Saúde,expression from LLM question,5,34746,34746_0,0.875598669052124,2.0,True
63,responsabilidade gestão dos recursos Fundo Municipal de Saúde,expression from LLM question,6,66911,66911_2,0.8743578195571899,,False
63,responsabilidade gestão dos recursos Fundo Municipal de Saúde,expression from LLM question,7,13583,13583_0,0.8739321231842041,3.0,True
63,responsabilidade gestão dos recursos Fundo Municipal de Saúde,expression from LLM question,8,32583,32583_0,0.8726639747619629,,False
63,responsabilidade gestão dos recursos Fundo Municipal de Saúde,expression from LLM question,9,13795,13795_0,0.872610867023468,,False
63,responsabilidade gestão dos recursos Fundo Municipal de Saúde,expression from LLM question,10,34691,34691_0,0.8715690970420837,,False
64,pesquisa de mercado orçamento fornecedores,expression from LLM question,1,31629,31629_0,0.8653947114944458,3.0,True
64,pesquisa de mercado orçamento fornecedores,expression from LLM question,2,22166,22166_0,0.8588277101516724,,False
64,pesquisa de mercado orçamento fornecedores,expression from LLM question,3,22170,22170_0,0.8566160798072815,,False
64,pesquisa de mercado orçamento fornecedores,expression from LLM question,4,117370,117370_4,0.8559674024581909,,False
64,pesquisa de mercado orçamento fornecedores,expression from LLM question,5,22836,22836_0,0.8553580045700073,,False
64,pesquisa de mercado orçamento fornecedores,expression from LLM question,6,151614,151614_2,0.8485525846481323,1.0,True
64,pesquisa de mercado orçamento fornecedores,expression from LLM question,7,15253,15253_3,0.8484354019165039,3.0,True
64,pesquisa de mercado orçamento fornecedores,expression from LLM question,8,21135,21135_0,0.8480587005615234,,False
64,pesquisa de mercado orçamento fornecedores,expression from LLM question,9,54852,54852_0,0.8473799824714661,3.0,True
64,pesquisa de mercado orçamento fornecedores,expression from LLM question,10,142364,142364_3,0.8453401327133179,,False
65,pesquisa de preços obrigatória em licitações,expression from LLM question,1,21864,21864_0,0.8865658044815063,3.0,True
65,pesquisa de preços obrigatória em licitações,expression from LLM question,2,22166,22166_0,0.8827494382858276,,False
65,pesquisa de preços obrigatória em licitações,expression from LLM question,3,117370,117370_4,0.8822330236434937,,False
65,pesquisa de preços obrigatória em licitações,expression from LLM question,4,31629,31629_0,0.8822261095046997,,False
65,pesquisa de preços obrigatória em licitações,expression from LLM question,5,18894,18894_0,0.8812154531478882,,False
65,pesquisa de preços obrigatória em licitações,expression from LLM question,6,33046,33046_2,0.8798189163208008,,False
65,pesquisa de preços obrigatória em licitações,expression from LLM question,7,21135,21135_0,0.8786032795906067,3.0,True
65,pesquisa de preços obrigatória em licitações,expression from LLM question,8,22170,22170_0,0.8785274028778076,,False
65,pesquisa de preços obrigatória em licitações,expression from LLM question,9,16330,16330_0,0.877119779586792,,False
65,pesquisa de preços obrigatória em licitações,expression from LLM question,10,22168,22168_0,0.8759803175926208,,False
66,vantajosidade adesão à ata,expression from LLM question,1,20840,20840_0,0.8516621589660645,,False
66,vantajosidade adesão à ata,expression from LLM question,2,62306,62306_0,0.8498302698135376,3.0,True
66,vantajosidade adesão à ata,expression from LLM question,3,21203,21203_7,0.8488415479660034,,False
66,vantajosidade adesão à ata,expression from LLM question,4,217,217_1,0.8486942052841187,,False
66,vantajosidade adesão à ata,expression from LLM question,5,210,210_1,0.8461886644363403,,False
66,vantajosidade adesão à ata,expression from LLM question,6,205,205_1,0.8446431159973145,,False
66,vantajosidade adesão à ata,expression from LLM question,7,16981,16981_0,0.8443533182144165,,False
66,vantajosidade adesão à ata,expression from LLM question,8,20860,20860_0,0.8443121314048767,,False
66,vantajosidade adesão à ata,expression from LLM question,9,195,195_1,0.8443036675453186,,False
66,vantajosidade adesão à ata,expression from LLM question,10,170,170_0,0.8435648679733276,,False
67,compensação entre acréscimos e supressões contratos administrativos,expression from LLM question,1,20539,20539_0,0.8793004751205444,,False
67,compensação entre acréscimos e supressões contratos administrativos,expression from LLM question,2,11604,11604_0,0.8773770332336426,,False
67,compensação entre acréscimos e supressões contratos administrativos,expression from LLM question,3,10089,10089_0,0.8759188652038574,3.0,True
67,compensação entre acréscimos e supressões contratos administrativos,expression from LLM question,4,31123,31123_0,0.8720989227294922,,False
67,compensação entre acréscimos e supressões contratos administrativos,expression from LLM question,5,49135,49135_0,0.8717234134674072,3.0,True
67,compensação entre acréscimos e supressões contratos administrativos,expression from LLM question,6,17207,17207_0,0.8716443777084351,,False
67,compensação entre acréscimos e supressões contratos administrativos,expression from LLM question,7,18019,18019_0,0.8709132671356201,3.0,True
67,compensação entre acréscimos e supressões contratos administrativos,expression from LLM question,8,18057,18057_0,0.8703070878982544,,False
67,compensação entre acréscimos e supressões contratos administrativos,expression from LLM question,9,18359,18359_0,0.8699502348899841,,False
67,compensação entre acréscimos e supressões contratos administrativos,expression from LLM question,10,104455,104455_3,0.8699182271957397,,False
68,vedado restabelecimento item suprimido,expression from LLM question,1,104455,104455_0,0.850403904914856,3.0,True
68,vedado restabelecimento item suprimido,expression from LLM question,2,122672,122672_0,0.8498408794403076,,False
68,vedado restabelecimento item suprimido,expression from LLM question,3,32058,32058_0,0.845660924911499,,False
68,vedado restabelecimento item suprimido,expression from LLM question,4,13117,13117_1,0.8451932668685913,,False
68,vedado restabelecimento item suprimido,expression from LLM question,5,21107,21107_2,0.8447990417480469,,False
68,vedado restabelecimento item suprimido,expression from LLM question,6,31643,31643_0,0.8438867330551147,,False
68,vedado restabelecimento item suprimido,expression from LLM question,7,34636,34636_1,0.8434638977050781,,False
68,vedado restabelecimento item suprimido,expression from LLM question,8,2597,2597_5,0.8421196937561035,,False
68,vedado restabelecimento item suprimido,expression from LLM question,9,71349,71349_5,0.8420965671539307,,False
68,vedado restabelecimento item suprimido,expression from LLM question,10,33982,33982_0,0.8408541679382324,,False
69,marca aquisição cartuchos,expression from LLM question,1,13633,13633_0,0.8380951881408691,3.0,True
69,marca aquisição cartuchos,expression from LLM question,2,34146,34146_0,0.8292206525802612,3.0,True
69,marca aquisição cartuchos,expression from LLM question,3,21867,21867_0,0.8283906579017639,3.0,True
69,marca aquisição cartuchos,expression from LLM question,4,21802,21802_5,0.8223915100097656,,False
69,marca aquisição cartuchos,expression from LLM question,5,93766,93766_7,0.8218533396720886,,False
69,marca aquisição cartuchos,expression from LLM question,6,61084,61084_5,0.8197838664054871,,False
69,marca aquisição cartuchos,expression from LLM question,7,34132,34132_1,0.8189871311187744,3.0,True
69,marca aquisição cartuchos,expression from LLM question,8,28920,28920_0,0.8187785148620605,2.0,True
69,marca aquisição cartuchos,expression from LLM question,9,18816,18816_1,0.818443238735199,,False
69,marca aquisição cartuchos,expression from LLM question,10,22172,22172_0,0.8171653747558594,,False
70,SUS recursos União competência do TCU,expression from LLM question,1,25448,25448_0,0.8945599794387817,,False
70,SUS recursos União competência do TCU,expression from LLM question,2,15255,15255_0,0.8894164562225342,,False
70,SUS recursos União competência do TCU,expression from LLM question,3,25573,25573_0,0.8868904113769531,3.0,True
70,SUS recursos União competência do TCU,expression from LLM question,4,55897,55897_0,0.8868536949157715,,False
70,SUS recursos União competência do TCU,expression from LLM question,5,13142,13142_0,0.8860565423965454,,False
70,SUS recursos União competência do TCU,expression from LLM question,6,25605,25605_0,0.8857254981994629,,False
70,SUS recursos União competência do TCU,expression from LLM question,7,14841,14841_2,0.8850059509277344,,False
70,SUS recursos União competência do TCU,expression from LLM question,8,25569,25569_0,0.8849777579307556,,False
70,SUS recursos União competência do TCU,expression from LLM question,9,23,23_0,0.8843135833740234,,False
70,SUS recursos União competência do TCU,expression from LLM question,10,18900,18900_0,0.8842695951461792,,False
71,preços referenciais sistemas oficiais estimativa de custos,expression from LLM question,1,22170,22170_0,0.8724386692047119,2.0,True
71,preços referenciais sistemas oficiais estimativa de custos,expression from LLM question,2,54843,54843_2,0.8663556575775146,3.0,True
71,preços referenciais sistemas oficiais estimativa de custos,expression from LLM question,3,69161,69161_2,0.8655499219894409,2.0,True
71,preços referenciais sistemas oficiais estimativa de custos,expression from LLM question,4,27209,27209_0,0.8587004542350769,,False
71,preços referenciais sistemas oficiais estimativa de custos,expression from LLM question,5,43507,43507_1,0.8584132194519043,,False
71,preços referenciais sistemas oficiais estimativa de custos,expression from LLM question,6,117370,117370_4,0.8577366471290588,,False
71,preços referenciais sistemas oficiais estimativa de custos,expression from LLM question,7,22166,22166_0,0.8564915657043457,,False
71,preços referenciais sistemas oficiais estimativa de custos,expression from LLM question,8,15836,15836_0,0.8564825654029846,,False
71,preços referenciais sistemas oficiais estimativa de custos,expression from LLM question,9,95491,95491_5,0.856201171875,,False
71,preços referenciais sistemas oficiais estimativa de custos,expression from LLM question,10,21067,21067_0,0.8553699254989624,,False
72,ponderação técnica e preço,expression from LLM question,1,15740,15740_0,0.8813186883926392,3.0,True
72,ponderação técnica e preço,expression from LLM question,2,20506,20506_0,0.8809369802474976,3.0,True
72,ponderação técnica e preço,expression from LLM question,3,20970,20970_1,0.8735523223876953,3.0,True
72,ponderação técnica e preço,expression from LLM question,4,53641,53641_1,0.8720717430114746,3.0,True
72,ponderação técnica e preço,expression from LLM question,5,34126,34126_0,0.8701778650283813,3.0,True
72,ponderação técnica e preço,expression from LLM question,6,2966,2966_0,0.8698185086250305,3.0,True
72,ponderação técnica e preço,expression from LLM question,7,20592,20592_0,0.8695824146270752,,False
72,ponderação técnica e preço,expression from LLM question,8,21064,21064_0,0.86811763048172,3.0,True
72,ponderação técnica e preço,expression from LLM question,9,54860,54860_4,0.8673276305198669,,False
72,ponderação técnica e preço,expression from LLM question,10,31689,31689_0,0.8672308921813965,3.0,True
73,pontuação desarrazoada licitações técnica e preço,expression from LLM question,1,20506,20506_0,0.8776279091835022,3.0,True
73,pontuação desarrazoada licitações técnica e preço,expression from LLM question,2,31526,31526_0,0.8769332766532898,,False
73,pontuação desarrazoada licitações técnica e preço,expression from LLM question,3,20970,20970_0,0.8751393556594849,,False
73,pontuação desarrazoada licitações técnica e preço,expression from LLM question,4,20586,20586_0,0.8727706670761108,,False
73,pontuação desarrazoada licitações técnica e preço,expression from LLM question,5,31594,31594_0,0.8722507357597351,,False
73,pontuação desarrazoada licitações técnica e preço,expression from LLM question,6,33080,33080_0,0.8707687854766846,,False
73,pontuação desarrazoada licitações técnica e preço,expression from LLM question,7,33082,33082_0,0.8706337809562683,3.0,True
73,pontuação desarrazoada licitações técnica e preço,expression from LLM question,8,21229,21229_0,0.8697489500045776,3.0,True
73,pontuação desarrazoada licitações técnica e preço,expression from LLM question,9,31689,31689_0,0.8697144985198975,,False
73,pontuação desarrazoada licitações técnica e preço,expression from LLM question,10,34142,34142_0,0.8683735132217407,,False
74,prorrogação de contrato administrativo término prazo de vigência,expression from LLM question,1,31058,31058_0,0.8976826667785645,,False
74,prorrogação de contrato administrativo término prazo de vigência,expression from LLM question,2,18409,18409_0,0.8949735760688782,3.0,True
74,prorrogação de contrato administrativo término prazo de vigência,expression from LLM question,3,18954,18954_0,0.8902987837791443,3.0,True
74,prorrogação de contrato administrativo término prazo de vigência,expression from LLM question,4,18369,18369_0,0.8873372077941895,,False
74,prorrogação de contrato administrativo término prazo de vigência,expression from LLM question,5,31061,31061_0,0.8851324319839478,2.0,True
74,prorrogação de contrato administrativo término prazo de vigência,expression from LLM question,6,19450,19450_0,0.8819721937179565,,False
74,prorrogação de contrato administrativo término prazo de vigência,expression from LLM question,7,32596,32596_0,0.880221426486969,,False
74,prorrogação de contrato administrativo término prazo de vigência,expression from LLM question,8,18358,18358_0,0.8791923522949219,,False
74,prorrogação de contrato administrativo término prazo de vigência,expression from LLM question,9,18955,18955_0,0.8790890574455261,2.0,True
74,prorrogação de contrato administrativo término prazo de vigência,expression from LLM question,10,31031,31031_0,0.8783657550811768,,False
75,atestado de capacidade técnica serviços advocatícios conselho de fiscalização profissional,expression from LLM question,1,105994,105994_0,0.8844457864761353,3.0,True
75,atestado de capacidade técnica serviços advocatícios conselho de fiscalização profissional,expression from LLM question,2,25628,25628_0,0.883467972278595,,False
75,atestado de capacidade técnica serviços advocatícios conselho de fiscalização profissional,expression from LLM question,3,21823,21823_0,0.8799233436584473,,False
75,atestado de capacidade técnica serviços advocatícios conselho de fiscalização profissional,expression from LLM question,4,26251,26251_0,0.8781384825706482,,False
75,atestado de capacidade técnica serviços advocatícios conselho de fiscalização profissional,expression from LLM question,5,17017,17017_3,0.8728141784667969,3.0,True
75,atestado de capacidade técnica serviços advocatícios conselho de fiscalização profissional,expression from LLM question,6,33076,33076_2,0.8707912564277649,,False
75,atestado de capacidade técnica serviços advocatícios conselho de fiscalização profissional,expression from LLM question,7,34264,34264_0,0.868857741355896,,False
75,atestado de capacidade técnica serviços advocatícios conselho de fiscalização profissional,expression from LLM question,8,31024,31024_0,0.868560791015625,,False
75,atestado de capacidade técnica serviços advocatícios conselho de fiscalização profissional,expression from LLM question,9,79794,79794_3,0.8682624697685242,1.0,True
75,atestado de capacidade técnica serviços advocatícios conselho de fiscalização profissional,expression from LLM question,10,22148,22148_0,0.8678936958312988,,False
76,reposição de importâncias indevidamente percebidas boa-fé servidores erro escusável por órgão/entidade,expression from LLM question,1,41098,41098_0,0.8729046583175659,,False
76,reposição de importâncias indevidamente percebidas boa-fé servidores erro escusável por órgão/entidade,expression from LLM question,2,32035,32035_0,0.8713123798370361,3.0,True
76,reposição de importâncias indevidamente percebidas boa-fé servidores erro escusável por órgão/entidade,expression from LLM question,3,31883,31883_0,0.8684927225112915,,False
76,reposição de importâncias indevidamente percebidas boa-fé servidores erro escusável por órgão/entidade,expression from LLM question,4,33621,33621_1,0.8666718602180481,3.0,True
76,reposição de importâncias indevidamente percebidas boa-fé servidores erro escusável por órgão/entidade,expression from LLM question,5,33575,33575_1,0.8665258288383484,,False
76,reposição de importâncias indevidamente percebidas boa-fé servidores erro escusável por órgão/entidade,expression from LLM question,6,32020,32020_0,0.8656983971595764,,False
76,reposição de importâncias indevidamente percebidas boa-fé servidores erro escusável por órgão/entidade,expression from LLM question,7,29831,29831_4,0.865276038646698,,False
76,reposição de importâncias indevidamente percebidas boa-fé servidores erro escusável por órgão/entidade,expression from LLM question,8,32034,32034_0,0.8639475703239441,3.0,True
76,reposição de importâncias indevidamente percebidas boa-fé servidores erro escusável por órgão/entidade,expression from LLM question,9,29883,29883_0,0.863927960395813,,False
76,reposição de importâncias indevidamente percebidas boa-fé servidores erro escusável por órgão/entidade,expression from LLM question,10,93703,93703_2,0.8635393977165222,,False
77,aquisição direta risco a saúde,expression from LLM question,1,31790,31790_0,0.854289710521698,,False
77,aquisição direta risco a saúde,expression from LLM question,2,60328,60328_2,0.8504617214202881,,False
77,aquisição direta risco a saúde,expression from LLM question,3,149284,149284_6,0.8459421396255493,,False
77,aquisição direta risco a saúde,expression from LLM question,4,32628,32628_0,0.8454384803771973,,False
77,aquisição direta risco a saúde,expression from LLM question,5,18012,18012_0,0.8438815474510193,,False
77,aquisição direta risco a saúde,expression from LLM question,6,108456,108456_0,0.8438024520874023,,False
77,aquisição direta risco a saúde,expression from LLM question,7,17137,17137_0,0.8435535430908203,,False
77,aquisição direta risco a saúde,expression from LLM question,8,65904,65904_0,0.8434369564056396,,False
77,aquisição direta risco a saúde,expression from LLM question,9,34691,34691_0,0.8433478474617004,,False
77,aquisição direta risco a saúde,expression from LLM question,10,17184,17184_0,0.841155469417572,,False
78,pregão divulgação dos preços estimados no edital,expression from LLM question,1,14555,14555_0,0.8825674057006836,3.0,True
78,pregão divulgação dos preços estimados no edital,expression from LLM question,2,14895,14895_0,0.8803117275238037,3.0,True
78,pregão divulgação dos preços estimados no edital,expression from LLM question,3,67011,67011_6,0.8740248084068298,3.0,True
78,pregão divulgação dos preços estimados no edital,expression from LLM question,4,18241,18241_4,0.8732842206954956,,False
78,pregão divulgação dos preços estimados no edital,expression from LLM question,5,13226,13226_1,0.8722794055938721,3.0,True
78,pregão divulgação dos preços estimados no edital,expression from LLM question,6,19390,19390_0,0.8718529939651489,2.0,True
78,pregão divulgação dos preços estimados no edital,expression from LLM question,7,117380,117380_0,0.8704637289047241,,False
78,pregão divulgação dos preços estimados no edital,expression from LLM question,8,45381,45381_0,0.8675068616867065,,False
78,pregão divulgação dos preços estimados no edital,expression from LLM question,9,21165,21165_0,0.8671000599861145,,False
78,pregão divulgação dos preços estimados no edital,expression from LLM question,10,71456,71456_0,0.8664646148681641,3.0,True
79,instrutor treinamento inexigibilidade de licitação,expression from LLM question,1,32925,32925_0,0.8816721439361572,2.0,True
79,instrutor treinamento inexigibilidade de licitação,expression from LLM question,2,31507,31507_0,0.8807314038276672,3.0,True
79,instrutor treinamento inexigibilidade de licitação,expression from LLM question,3,34290,34290_0,0.8787604570388794,3.0,True
79,instrutor treinamento inexigibilidade de licitação,expression from LLM question,4,18848,18848_0,0.8777602910995483,,False
79,instrutor treinamento inexigibilidade de licitação,expression from LLM question,5,18218,18218_0,0.8721942901611328,,False
79,instrutor treinamento inexigibilidade de licitação,expression from LLM question,6,15763,15763_0,0.8718127012252808,,False
79,instrutor treinamento inexigibilidade de licitação,expression from LLM question,7,32920,32920_0,0.8703715801239014,,False
79,instrutor treinamento inexigibilidade de licitação,expression from LLM question,8,18818,18818_0,0.8702411651611328,,False
79,instrutor treinamento inexigibilidade de licitação,expression from LLM question,9,19385,19385_0,0.8694093227386475,,False
79,instrutor treinamento inexigibilidade de licitação,expression from LLM question,10,34227,34227_0,0.8693088293075562,2.0,True
80,reajuste de preços e repactuação,expression from LLM question,1,19353,19353_0,0.8700039386749268,,False
80,reajuste de preços e repactuação,expression from LLM question,2,17262,17262_1,0.8661227226257324,3.0,True
80,reajuste de preços e repactuação,expression from LLM question,3,31108,31108_0,0.8627027869224548,3.0,True
80,reajuste de preços e repactuação,expression from LLM question,4,31104,31104_0,0.8584059476852417,3.0,True
80,reajuste de preços e repactuação,expression from LLM question,5,83622,83622_4,0.8571522235870361,,False
80,reajuste de preços e repactuação,expression from LLM question,6,34213,34213_0,0.8558561205863953,,False
80,reajuste de preços e repactuação,expression from LLM question,7,9751,9751_2,0.8556770086288452,,False
80,reajuste de preços e repactuação,expression from LLM question,8,31105,31105_0,0.855529248714447,,False
80,reajuste de preços e repactuação,expression from LLM question,9,34098,34098_0,0.85490483045578,,False
80,reajuste de preços e repactuação,expression from LLM question,10,31080,31080_0,0.8526981472969055,3.0,True
81,recomposição reajuste,expression from LLM question,1,42820,42820_3,0.8559904098510742,3.0,True
81,recomposição reajuste,expression from LLM question,2,83622,83622_4,0.8523956537246704,,False
81,recomposição reajuste,expression from LLM question,3,42822,42822_2,0.8522049188613892,,False
81,recomposição reajuste,expression from LLM question,4,42821,42821_2,0.8516401052474976,3.0,True
81,recomposição reajuste,expression from LLM question,5,33773,33773_1,0.845184326171875,,False
81,recomposição reajuste,expression from LLM question,6,83558,83558_3,0.8440309166908264,,False
81,recomposição reajuste,expression from LLM question,7,89473,89473_6,0.8430548906326294,,False
81,recomposição reajuste,expression from LLM question,8,31082,31082_1,0.8413592576980591,,False
81,recomposição reajuste,expression from LLM question,9,15017,15017_3,0.8409440517425537,,False
81,recomposição reajuste,expression from LLM question,10,34759,34759_2,0.8381008505821228,,False
82,retenção de pagamentos perda da regularidade fiscal,expression from LLM question,1,18386,18386_0,0.8725747466087341,2.0,True
82,retenção de pagamentos perda da regularidade fiscal,expression from LLM question,2,17220,17220_0,0.872194230556488,3.0,True
82,retenção de pagamentos perda da regularidade fiscal,expression from LLM question,3,17289,17289_0,0.8691619634628296,,False
