query_id,source,pergunta,rank_final,doc_id,rank_rag,rank_graphrag,rrf_rag,rrf_graphrag,score_final_rrf,origem,qrel_score,julgado,relevante_binario
47,search log,publicidade e propaganda,6,29358,7.0,5.0,0.014925373134328358,0.015384615384615385,0.030309988518943745,ambos,,False,False
47,search log,publicidade e propaganda,7,28860,9.0,6.0,0.014492753623188406,0.015151515151515152,0.02964426877470356,ambos,,False,False
47,search log,publicidade e propaganda,8,150303,10.0,9.0,0.014285714285714285,0.014492753623188406,0.02877846790890269,ambos,,False,False
47,search log,publicidade e propaganda,9,31031,6.0,,0.015151515151515152,0.0,0.015151515151515152,rag,,False,False
47,search log,publicidade e propaganda,10,41172,8.0,,0.014705882352941176,0.0,0.014705882352941176,rag,,False,False
48,search log,processo seletivo e sistema s,1,20257,2.0,1.0,0.016129032258064516,0.01639344262295082,0.03252247488101534,ambos,3.0,True,True
48,search log,processo seletivo e sistema s,2,19600,1.0,5.0,0.01639344262295082,0.015384615384615385,0.03177805800756621,ambos,3.0,True,True
48,search log,processo seletivo e sistema s,3,113690,4.0,2.0,0.015625,0.016129032258064516,0.031754032258064516,ambos,3.0,True,True
48,search log,processo seletivo e sistema s,4,19602,5.0,4.0,0.015384615384615385,0.015625,0.031009615384615385,ambos,,False,False
48,search log,processo seletivo e sistema s,5,19601,3.0,8.0,0.015873015873015872,0.014705882352941176,0.03057889822595705,ambos,3.0,True,True
48,search log,processo seletivo e sistema s,6,31722,8.0,3.0,0.014705882352941176,0.015873015873015872,0.03057889822595705,ambos,,False,False
48,search log,processo seletivo e sistema s,7,15793,6.0,7.0,0.015151515151515152,0.014925373134328358,0.03007688828584351,ambos,,False,False
48,search log,processo seletivo e sistema s,8,20307,10.0,6.0,0.014285714285714285,0.015151515151515152,0.029437229437229435,ambos,,False,False
48,search log,processo seletivo e sistema s,9,19572,9.0,10.0,0.014492753623188406,0.014285714285714285,0.02877846790890269,ambos,3.0,True,True
48,search log,processo seletivo e sistema s,10,20260,7.0,,0.014925373134328358,0.0,0.014925373134328358,rag,,False,False
49,search log,modalidade de licitação,1,19393,2.0,2.0,0.016129032258064516,0.016129032258064516,0.03225806451612903,ambos,,False,False
49,search log,modalidade de licitação,2,18852,1.0,4.0,0.01639344262295082,0.015625,0.032018442622950824,ambos,2.0,True,True
49,search log,modalidade de licitação,3,19394,5.0,1.0,0.015384615384615385,0.01639344262295082,0.03177805800756621,ambos,,False,False
49,search log,modalidade de licitação,4,34123,4.0,3.0,0.015625,0.015873015873015872,0.03149801587301587,ambos,,False,False
49,search log,modalidade de licitação,5,20901,3.0,5.0,0.015873015873015872,0.015384615384615385,0.03125763125763126,ambos,,False,False
49,search log,modalidade de licitação,6,18232,9.0,6.0,0.014492753623188406,0.015151515151515152,0.02964426877470356,ambos,,False,False
49,search log,modalidade de licitação,7,19399,6.0,10.0,0.015151515151515152,0.014285714285714285,0.029437229437229435,ambos,,False,False
49,search log,modalidade de licitação,8,34205,8.0,9.0,0.014705882352941176,0.014492753623188406,0.02919863597612958,ambos,,False,False
49,search log,modalidade de licitação,9,31621,7.0,,0.014925373134328358,0.0,0.014925373134328358,rag,,False,False
49,search log,modalidade de licitação,10,34292,,7.0,0.0,0.014925373134328358,0.014925373134328358,graphrag,,False,False
50,search log,antecipação de pagamento,1,17818,1.0,2.0,0.01639344262295082,0.016129032258064516,0.03252247488101534,ambos,,False,False
50,search log,antecipação de pagamento,2,18396,3.0,1.0,0.015873015873015872,0.01639344262295082,0.032266458495966696,ambos,,False,False
50,search log,antecipação de pagamento,3,71048,2.0,4.0,0.016129032258064516,0.015625,0.031754032258064516,ambos,3.0,True,True
50,search log,antecipação de pagamento,4,18953,4.0,3.0,0.015625,0.015873015873015872,0.03149801587301587,ambos,,False,False
50,search log,antecipação de pagamento,5,32601,6.0,8.0,0.015151515151515152,0.014705882352941176,0.029857397504456328,ambos,3.0,True,True
50,search log,antecipação de pagamento,6,7109,7.0,9.0,0.014925373134328358,0.014492753623188406,0.029418126757516764,ambos,,False,False
50,search log,antecipação de pagamento,7,17097,9.0,7.0,0.014492753623188406,0.014925373134328358,0.029418126757516764,ambos,3.0,True,True
50,search log,antecipação de pagamento,8,31130,5.0,,0.015384615384615385,0.0,0.015384615384615385,rag,,False,False
50,search log,antecipação de pagamento,9,17334,,5.0,0.0,0.015384615384615385,0.015384615384615385,graphrag,,False,False
50,search log,antecipação de pagamento,10,17123,,6.0,0.0,0.015151515151515152,0.015151515151515152,graphrag,3.0,True,True
51,expression from LLM question,concessão remunerada de uso de bens públicos modalidade,1,18426,1.0,1.0,0.01639344262295082,0.01639344262295082,0.03278688524590164,ambos,,False,False
51,expression from LLM question,concessão remunerada de uso de bens públicos modalidade,2,31281,2.0,3.0,0.016129032258064516,0.015873015873015872,0.03200204813108039,ambos,,False,False
51,expression from LLM question,concessão remunerada de uso de bens públicos modalidade,3,31277,4.0,2.0,0.015625,0.016129032258064516,0.031754032258064516,ambos,,False,False
51,expression from LLM question,concessão remunerada de uso de bens públicos modalidade,4,14270,5.0,5.0,0.015384615384615385,0.015384615384615385,0.03076923076923077,ambos,2.0,True,True
51,expression from LLM question,concessão remunerada de uso de bens públicos modalidade,5,17128,6.0,7.0,0.015151515151515152,0.014925373134328358,0.03007688828584351,ambos,,False,False
51,expression from LLM question,concessão remunerada de uso de bens públicos modalidade,6,14862,7.0,8.0,0.014925373134328358,0.014705882352941176,0.029631255487269532,ambos,3.0,True,True
51,expression from LLM question,concessão remunerada de uso de bens públicos modalidade,7,40888,8.0,9.0,0.014705882352941176,0.014492753623188406,0.02919863597612958,ambos,,False,False
51,expression from LLM question,concessão remunerada de uso de bens públicos modalidade,8,17360,10.0,10.0,0.014285714285714285,0.014285714285714285,0.02857142857142857,ambos,2.0,True,True
51,expression from LLM question,concessão remunerada de uso de bens públicos modalidade,9,15470,3.0,,0.015873015873015872,0.0,0.015873015873015872,rag,,False,False
51,expression from LLM question,concessão remunerada de uso de bens públicos modalidade,10,31251,,4.0,0.0,0.015625,0.015625,graphrag,2.0,True,True
52,expression from LLM question,citação válida falecimento,1,139391,1.0,2.0,0.01639344262295082,0.016129032258064516,0.03252247488101534,ambos,3.0,True,True
52,expression from LLM question,citação válida falecimento,2,26236,2.0,1.0,0.016129032258064516,0.01639344262295082,0.03252247488101534,ambos,,False,False
52,expression from LLM question,citação válida falecimento,3,24280,3.0,3.0,0.015873015873015872,0.015873015873015872,0.031746031746031744,ambos,,False,False
52,expression from LLM question,citação válida falecimento,4,40940,4.0,4.0,0.015625,0.015625,0.03125,ambos,3.0,True,True
52,expression from LLM question,citação válida falecimento,5,32813,5.0,5.0,0.015384615384615385,0.015384615384615385,0.03076923076923077,ambos,,False,False
52,expression from LLM question,citação válida falecimento,6,46654,6.0,6.0,0.015151515151515152,0.015151515151515152,0.030303030303030304,ambos,,False,False
52,expression from LLM question,citação válida falecimento,7,24244,7.0,10.0,0.014925373134328358,0.014285714285714285,0.029211087420042643,ambos,,False,False
52,expression from LLM question,citação válida falecimento,8,29837,10.0,9.0,0.014285714285714285,0.014492753623188406,0.02877846790890269,ambos,,False,False
52,expression from LLM question,citação válida falecimento,9,31302,,7.0,0.0,0.014925373134328358,0.014925373134328358,graphrag,,False,False
52,expression from LLM question,citação válida falecimento,10,14815,8.0,,0.014705882352941176,0.0,0.014705882352941176,rag,,False,False
53,expression from LLM question,garantia contratual patrimônio líquido mínimo,1,33935,4.0,1.0,0.015625,0.01639344262295082,0.032018442622950824,ambos,,False,False
53,expression from LLM question,garantia contratual patrimônio líquido mínimo,2,22789,3.0,3.0,0.015873015873015872,0.015873015873015872,0.031746031746031744,ambos,,False,False
53,expression from LLM question,garantia contratual patrimônio líquido mínimo,3,21843,1.0,6.0,0.01639344262295082,0.015151515151515152,0.031544957774465976,ambos,,False,False
53,expression from LLM question,garantia contratual patrimônio líquido mínimo,4,48357,2.0,5.0,0.016129032258064516,0.015384615384615385,0.0315136476426799,ambos,3.0,True,True
53,expression from LLM question,garantia contratual patrimônio líquido mínimo,5,26373,5.0,2.0,0.015384615384615385,0.016129032258064516,0.0315136476426799,ambos,2.0,True,True
53,expression from LLM question,garantia contratual patrimônio líquido mínimo,6,31662,9.0,4.0,0.014492753623188406,0.015625,0.030117753623188408,ambos,,False,False
53,expression from LLM question,garantia contratual patrimônio líquido mínimo,7,31524,7.0,9.0,0.014925373134328358,0.014492753623188406,0.029418126757516764,ambos,,False,False
53,expression from LLM question,garantia contratual patrimônio líquido mínimo,8,21801,8.0,8.0,0.014705882352941176,0.014705882352941176,0.029411764705882353,ambos,2.0,True,True
53,expression from LLM question,garantia contratual patrimônio líquido mínimo,9,22212,10.0,7.0,0.014285714285714285,0.014925373134328358,0.029211087420042643,ambos,2.0,True,True
53,expression from LLM question,garantia contratual patrimônio líquido mínimo,10,22136,6.0,,0.015151515151515152,0.0,0.015151515151515152,rag,,False,False
54,expression from LLM question,garantia de participação patrimônio líquido mínimo,1,22789,1.0,3.0,0.01639344262295082,0.015873015873015872,0.032266458495966696,ambos,,False,False
54,expression from LLM question,garantia de participação patrimônio líquido mínimo,2,26373,3.0,2.0,0.015873015873015872,0.016129032258064516,0.03200204813108039,ambos,2.0,True,True
54,expression from LLM question,garantia de participação patrimônio líquido mínimo,3,33935,5.0,1.0,0.015384615384615385,0.01639344262295082,0.03177805800756621,ambos,,False,False
54,expression from LLM question,garantia de participação patrimônio líquido mínimo,4,21843,2.0,6.0,0.016129032258064516,0.015151515151515152,0.03128054740957967,ambos,,False,False
54,expression from LLM question,garantia de participação patrimônio líquido mínimo,5,48357,4.0,7.0,0.015625,0.014925373134328358,0.03055037313432836,ambos,2.0,True,True
54,expression from LLM question,garantia de participação patrimônio líquido mínimo,6,22212,6.0,5.0,0.015151515151515152,0.015384615384615385,0.030536130536130537,ambos,2.0,True,True
54,expression from LLM question,garantia de participação patrimônio líquido mínimo,7,22211,9.0,4.0,0.014492753623188406,0.015625,0.030117753623188408,ambos,2.0,True,True
54,expression from LLM question,garantia de participação patrimônio líquido mínimo,8,31524,10.0,10.0,0.014285714285714285,0.014285714285714285,0.02857142857142857,ambos,,False,False
54,expression from LLM question,garantia de participação patrimônio líquido mínimo,9,22136,7.0,,0.014925373134328358,0.0,0.014925373134328358,rag,,False,False
54,expression from LLM question,garantia de participação patrimônio líquido mínimo,10,21897,8.0,,0.014705882352941176,0.0,0.014705882352941176,rag,,False,False
55,expression from LLM question,despesas sem cobertura contratual multa,1,18924,1.0,2.0,0.01639344262295082,0.016129032258064516,0.03252247488101534,ambos,2.0,True,True
55,expression from LLM question,despesas sem cobertura contratual multa,2,18112,4.0,1.0,0.015625,0.01639344262295082,0.032018442622950824,ambos,,False,False
55,expression from LLM question,despesas sem cobertura contratual multa,3,19450,2.0,5.0,0.016129032258064516,0.015384615384615385,0.0315136476426799,ambos,,False,False
55,expression from LLM question,despesas sem cobertura contratual multa,4,34734,5.0,3.0,0.015384615384615385,0.015873015873015872,0.03125763125763126,ambos,,False,False
55,expression from LLM question,despesas sem cobertura contratual multa,5,15316,3.0,7.0,0.015873015873015872,0.014925373134328358,0.030798389007344232,ambos,,False,False
55,expression from LLM question,despesas sem cobertura contratual multa,6,17815,10.0,4.0,0.014285714285714285,0.015625,0.029910714285714284,ambos,,False,False
55,expression from LLM question,despesas sem cobertura contratual multa,7,34114,6.0,8.0,0.015151515151515152,0.014705882352941176,0.029857397504456328,ambos,,False,False
55,expression from LLM question,despesas sem cobertura contratual multa,8,35446,9.0,6.0,0.014492753623188406,0.015151515151515152,0.02964426877470356,ambos,,False,False
55,expression from LLM question,despesas sem cobertura contratual multa,9,35218,8.0,9.0,0.014705882352941176,0.014492753623188406,0.02919863597612958,ambos,,False,False
55,expression from LLM question,despesas sem cobertura contratual multa,10,23133,7.0,,0.014925373134328358,0.0,0.014925373134328358,rag,,False,False
56,expression from LLM question,uso de áreas comerciais em aeroportos pregão,1,18865,1.0,3.0,0.01639344262295082,0.015873015873015872,0.032266458495966696,ambos,3.0,True,True
56,expression from LLM question,uso de áreas comerciais em aeroportos pregão,2,31249,4.0,2.0,0.015625,0.016129032258064516,0.031754032258064516,ambos,3.0,True,True
56,expression from LLM question,uso de áreas comerciais em aeroportos pregão,3,14278,7.0,1.0,0.014925373134328358,0.01639344262295082,0.03131881575727918,ambos,,False,False
56,expression from LLM question,uso de áreas comerciais em aeroportos pregão,4,17360,2.0,6.0,0.016129032258064516,0.015151515151515152,0.03128054740957967,ambos,,False,False
56,expression from LLM question,uso de áreas comerciais em aeroportos pregão,5,2845,3.0,7.0,0.015873015873015872,0.014925373134328358,0.030798389007344232,ambos,,False,False
56,expression from LLM question,uso de áreas comerciais em aeroportos pregão,6,14273,6.0,4.0,0.015151515151515152,0.015625,0.030776515151515152,ambos,2.0,True,True
56,expression from LLM question,uso de áreas comerciais em aeroportos pregão,7,31252,9.0,5.0,0.014492753623188406,0.015384615384615385,0.029877369007803793,ambos,1.0,True,True
56,expression from LLM question,uso de áreas comerciais em aeroportos pregão,8,17357,5.0,,0.015384615384615385,0.0,0.015384615384615385,rag,,False,False
56,expression from LLM question,uso de áreas comerciais em aeroportos pregão,9,18243,8.0,,0.014705882352941176,0.0,0.014705882352941176,rag,,False,False
56,expression from LLM question,uso de áreas comerciais em aeroportos pregão,10,14114,,8.0,0.0,0.014705882352941176,0.014705882352941176,graphrag,2.0,True,True
57,expression from LLM question,cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação,1,5714,1.0,2.0,0.01639344262295082,0.016129032258064516,0.03252247488101534,ambos,3.0,True,True
57,expression from LLM question,cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação,2,18426,2.0,1.0,0.016129032258064516,0.01639344262295082,0.03252247488101534,ambos,2.0,True,True
57,expression from LLM question,cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação,3,31251,5.0,3.0,0.015384615384615385,0.015873015873015872,0.03125763125763126,ambos,,False,False
57,expression from LLM question,cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação,4,18037,4.0,9.0,0.015625,0.014492753623188406,0.030117753623188408,ambos,,False,False
57,expression from LLM question,cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação,5,31281,9.0,4.0,0.014492753623188406,0.015625,0.030117753623188408,ambos,,False,False
57,expression from LLM question,cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação,6,14862,7.0,6.0,0.014925373134328358,0.015151515151515152,0.03007688828584351,ambos,,False,False
57,expression from LLM question,cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação,7,17360,6.0,8.0,0.015151515151515152,0.014705882352941176,0.029857397504456328,ambos,,False,False
57,expression from LLM question,cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação,8,31618,8.0,7.0,0.014705882352941176,0.014925373134328358,0.029631255487269532,ambos,,False,False
57,expression from LLM question,cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação,9,18223,10.0,10.0,0.014285714285714285,0.014285714285714285,0.02857142857142857,ambos,,False,False
57,expression from LLM question,cessão das áreas comerciais de centrais públicas de abastecimento de gêneros alimentícios licitação,10,21862,3.0,,0.015873015873015872,0.0,0.015873015873015872,rag,,False,False
58,expression from LLM question,capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação,1,22144,1.0,7.0,0.01639344262295082,0.014925373134328358,0.03131881575727918,ambos,,False,False
58,expression from LLM question,capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação,2,33077,7.0,1.0,0.014925373134328358,0.01639344262295082,0.03131881575727918,ambos,,False,False
58,expression from LLM question,capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação,3,21923,4.0,4.0,0.015625,0.015625,0.03125,ambos,,False,False
58,expression from LLM question,capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação,4,22146,6.0,5.0,0.015151515151515152,0.015384615384615385,0.030536130536130537,ambos,,False,False
58,expression from LLM question,capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação,5,22780,10.0,2.0,0.014285714285714285,0.016129032258064516,0.0304147465437788,ambos,,False,False
58,expression from LLM question,capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação,6,31671,3.0,9.0,0.015873015873015872,0.014492753623188406,0.03036576949620428,ambos,,False,False
58,expression from LLM question,capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação,7,21939,9.0,3.0,0.014492753623188406,0.015873015873015872,0.03036576949620428,ambos,,False,False
58,expression from LLM question,capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação,8,22833,5.0,8.0,0.015384615384615385,0.014705882352941176,0.030090497737556562,ambos,,False,False
58,expression from LLM question,capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação,9,17967,2.0,,0.016129032258064516,0.0,0.016129032258064516,rag,2.0,True,True
58,expression from LLM question,capacidade bens pertinentes e compatíveis com o objeto da licitação comprovação,10,22773,,6.0,0.0,0.015151515151515152,0.015151515151515152,graphrag,,False,False
59,expression from LLM question,extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços,1,18359,1.0,1.0,0.01639344262295082,0.01639344262295082,0.03278688524590164,ambos,,False,False
59,expression from LLM question,extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços,2,83623,2.0,4.0,0.016129032258064516,0.015625,0.031754032258064516,ambos,,False,False
59,expression from LLM question,extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços,3,18018,6.0,2.0,0.015151515151515152,0.016129032258064516,0.03128054740957967,ambos,,False,False
59,expression from LLM question,extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços,4,17090,3.0,5.0,0.015873015873015872,0.015384615384615385,0.03125763125763126,ambos,3.0,True,True
59,expression from LLM question,extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços,5,122672,7.0,3.0,0.014925373134328358,0.015873015873015872,0.030798389007344232,ambos,,False,False
59,expression from LLM question,extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços,6,56317,9.0,8.0,0.014492753623188406,0.014705882352941176,0.02919863597612958,ambos,,False,False
59,expression from LLM question,extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços,7,18057,4.0,,0.015625,0.0,0.015625,rag,,False,False
59,expression from LLM question,extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços,8,17240,5.0,,0.015384615384615385,0.0,0.015384615384615385,rag,,False,False
59,expression from LLM question,extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços,9,18936,,6.0,0.0,0.015151515151515152,0.015151515151515152,graphrag,1.0,True,True
59,expression from LLM question,extrapolação dos limites para alterações consensuais qualitativas de contratos de obras e serviços,10,67219,,7.0,0.0,0.014925373134328358,0.014925373134328358,graphrag,,False,False
60,expression from LLM question,responsabilidade do gestor sucessor omissão do antecessor,1,144943,2.0,1.0,0.016129032258064516,0.01639344262295082,0.03252247488101534,ambos,,False,False
60,expression from LLM question,responsabilidade do gestor sucessor omissão do antecessor,2,35341,4.0,3.0,0.015625,0.015873015873015872,0.03149801587301587,ambos,,False,False
60,expression from LLM question,responsabilidade do gestor sucessor omissão do antecessor,3,35065,6.0,2.0,0.015151515151515152,0.016129032258064516,0.03128054740957967,ambos,,False,False
60,expression from LLM question,responsabilidade do gestor sucessor omissão do antecessor,4,35340,1.0,8.0,0.01639344262295082,0.014705882352941176,0.031099324975891997,ambos,,False,False
60,expression from LLM question,responsabilidade do gestor sucessor omissão do antecessor,5,35257,5.0,6.0,0.015384615384615385,0.015151515151515152,0.030536130536130537,ambos,,False,False
60,expression from LLM question,responsabilidade do gestor sucessor omissão do antecessor,6,34673,10.0,4.0,0.014285714285714285,0.015625,0.029910714285714284,ambos,,False,False
60,expression from LLM question,responsabilidade do gestor sucessor omissão do antecessor,7,29178,9.0,9.0,0.014492753623188406,0.014492753623188406,0.028985507246376812,ambos,,False,False
60,expression from LLM question,responsabilidade do gestor sucessor omissão do antecessor,8,35256,3.0,,0.015873015873015872,0.0,0.015873015873015872,rag,,False,False
60,expression from LLM question,responsabilidade do gestor sucessor omissão do antecessor,9,34672,,5.0,0.0,0.015384615384615385,0.015384615384615385,graphrag,3.0,True,True
60,expression from LLM question,responsabilidade do gestor sucessor omissão do antecessor,10,68489,7.0,,0.014925373134328358,0.0,0.014925373134328358,rag,,False,False
61,expression from LLM question,projeto de parceria público-privada modalidade,1,16157,2.0,1.0,0.016129032258064516,0.01639344262295082,0.03252247488101534,ambos,1.0,True,True
61,expression from LLM question,projeto de parceria público-privada modalidade,2,17128,1.0,4.0,0.01639344262295082,0.015625,0.032018442622950824,ambos,2.0,True,True
61,expression from LLM question,projeto de parceria público-privada modalidade,3,86184,4.0,2.0,0.015625,0.016129032258064516,0.031754032258064516,ambos,,False,False
61,expression from LLM question,projeto de parceria público-privada modalidade,4,38549,6.0,3.0,0.015151515151515152,0.015873015873015872,0.031024531024531024,ambos,,False,False
61,expression from LLM question,projeto de parceria público-privada modalidade,5,15071,3.0,7.0,0.015873015873015872,0.014925373134328358,0.030798389007344232,ambos,,False,False
61,expression from LLM question,projeto de parceria público-privada modalidade,6,15107,5.0,6.0,0.015384615384615385,0.015151515151515152,0.030536130536130537,ambos,,False,False
61,expression from LLM question,projeto de parceria público-privada modalidade,7,68698,7.0,5.0,0.014925373134328358,0.015384615384615385,0.030309988518943745,ambos,1.0,True,True
61,expression from LLM question,projeto de parceria público-privada modalidade,8,41779,9.0,8.0,0.014492753623188406,0.014705882352941176,0.02919863597612958,ambos,,False,False
61,expression from LLM question,projeto de parceria público-privada modalidade,9,15489,10.0,9.0,0.014285714285714285,0.014492753623188406,0.02877846790890269,ambos,,False,False
61,expression from LLM question,projeto de parceria público-privada modalidade,10,31790,8.0,,0.014705882352941176,0.0,0.014705882352941176,rag,,False,False
62,expression from LLM question,objeto do certame contrato social licitante,1,34226,1.0,1.0,0.01639344262295082,0.01639344262295082,0.03278688524590164,ambos,1.0,True,True
62,expression from LLM question,objeto do certame contrato social licitante,2,39216,2.0,2.0,0.016129032258064516,0.016129032258064516,0.03225806451612903,ambos,1.0,True,True
62,expression from LLM question,objeto do certame contrato social licitante,3,42635,6.0,3.0,0.015151515151515152,0.015873015873015872,0.031024531024531024,ambos,1.0,True,True
62,expression from LLM question,objeto do certame contrato social licitante,4,21130,5.0,4.0,0.015384615384615385,0.015625,0.031009615384615385,ambos,,False,False
62,expression from LLM question,objeto do certame contrato social licitante,5,32613,4.0,7.0,0.015625,0.014925373134328358,0.03055037313432836,ambos,,False,False
62,expression from LLM question,objeto do certame contrato social licitante,6,31563,7.0,5.0,0.014925373134328358,0.015384615384615385,0.030309988518943745,ambos,,False,False
62,expression from LLM question,objeto do certame contrato social licitante,7,13156,8.0,9.0,0.014705882352941176,0.014492753623188406,0.02919863597612958,ambos,,False,False
62,expression from LLM question,objeto do certame contrato social licitante,8,34127,10.0,10.0,0.014285714285714285,0.014285714285714285,0.02857142857142857,ambos,,False,False
62,expression from LLM question,objeto do certame contrato social licitante,9,32599,3.0,,0.015873015873015872,0.0,0.015873015873015872,rag,,False,False
62,expression from LLM question,objeto do certame contrato social licitante,10,42817,,6.0,0.0,0.015151515151515152,0.015151515151515152,graphrag,2.0,True,True
63,expression from LLM question,responsabilidade gestão dos recursos Fundo Municipal de Saúde,1,17184,1.0,3.0,0.01639344262295082,0.015873015873015872,0.032266458495966696,ambos,3.0,True,True
63,expression from LLM question,responsabilidade gestão dos recursos Fundo Municipal de Saúde,2,80730,3.0,1.0,0.015873015873015872,0.01639344262295082,0.032266458495966696,ambos,,False,False
63,expression from LLM question,responsabilidade gestão dos recursos Fundo Municipal de Saúde,3,19452,2.0,6.0,0.016129032258064516,0.015151515151515152,0.03128054740957967,ambos,,False,False
63,expression from LLM question,responsabilidade gestão dos recursos Fundo Municipal de Saúde,4,66911,6.0,2.0,0.015151515151515152,0.016129032258064516,0.03128054740957967,ambos,,False,False
63,expression from LLM question,responsabilidade gestão dos recursos Fundo Municipal de Saúde,5,34746,5.0,4.0,0.015384615384615385,0.015625,0.031009615384615385,ambos,2.0,True,True
63,expression from LLM question,responsabilidade gestão dos recursos Fundo Municipal de Saúde,6,4856,4.0,7.0,0.015625,0.014925373134328358,0.03055037313432836,ambos,2.0,True,True
63,expression from LLM question,responsabilidade gestão dos recursos Fundo Municipal de Saúde,7,13583,7.0,8.0,0.014925373134328358,0.014705882352941176,0.029631255487269532,ambos,3.0,True,True
63,expression from LLM question,responsabilidade gestão dos recursos Fundo Municipal de Saúde,8,13795,9.0,9.0,0.014492753623188406,0.014492753623188406,0.028985507246376812,ambos,,False,False
63,expression from LLM question,responsabilidade gestão dos recursos Fundo Municipal de Saúde,9,75014,,5.0,0.0,0.015384615384615385,0.015384615384615385,graphrag,3.0,True,True
63,expression from LLM question,responsabilidade gestão dos recursos Fundo Municipal de Saúde,10,32583,8.0,,0.014705882352941176,0.0,0.014705882352941176,rag,,False,False
64,expression from LLM question,pesquisa de mercado orçamento fornecedores,1,31629,1.0,2.0,0.01639344262295082,0.016129032258064516,0.03252247488101534,ambos,3.0,True,True
64,expression from LLM question,pesquisa de mercado orçamento fornecedores,2,22170,3.0,1.0,0.015873015873015872,0.01639344262295082,0.032266458495966696,ambos,,False,False
64,expression from LLM question,pesquisa de mercado orçamento fornecedores,3,22166,2.0,4.0,0.016129032258064516,0.015625,0.031754032258064516,ambos,,False,False
64,expression from LLM question,pesquisa de mercado orçamento fornecedores,4,22836,5.0,3.0,0.015384615384615385,0.015873015873015872,0.03125763125763126,ambos,,False,False
64,expression from LLM question,pesquisa de mercado orçamento fornecedores,5,117370,4.0,6.0,0.015625,0.015151515151515152,0.030776515151515152,ambos,,False,False
64,expression from LLM question,pesquisa de mercado orçamento fornecedores,6,21135,8.0,7.0,0.014705882352941176,0.014925373134328358,0.029631255487269532,ambos,,False,False
64,expression from LLM question,pesquisa de mercado orçamento fornecedores,7,54852,9.0,8.0,0.014492753623188406,0.014705882352941176,0.02919863597612958,ambos,3.0,True,True
64,expression from LLM question,pesquisa de mercado orçamento fornecedores,8,21789,,5.0,0.0,0.015384615384615385,0.015384615384615385,graphrag,,False,False
64,expression from LLM question,pesquisa de mercado orçamento fornecedores,9,151614,6.0,,0.015151515151515152,0.0,0.015151515151515152,rag,1.0,True,True
64,expression from LLM question,pesquisa de mercado orçamento fornecedores,10,15253,7.0,,0.014925373134328358,0.0,0.014925373134328358,rag,3.0,True,True
65,expression from LLM question,pesquisa de preços obrigatória em licitações,1,21864,1.0,2.0,0.01639344262295082,0.016129032258064516,0.03252247488101534,ambos,3.0,True,True
65,expression from LLM question,pesquisa de preços obrigatória em licitações,2,22166,2.0,4.0,0.016129032258064516,0.015625,0.031754032258064516,ambos,,False,False
65,expression from LLM question,pesquisa de preços obrigatória em licitações,3,31629,4.0,3.0,0.015625,0.015873015873015872,0.03149801587301587,ambos,,False,False
65,expression from LLM question,pesquisa de preços obrigatória em licitações,4,22170,8.0,1.0,0.014705882352941176,0.01639344262295082,0.031099324975891997,ambos,,False,False
65,expression from LLM question,pesquisa de preços obrigatória em licitações,5,117370,3.0,7.0,0.015873015873015872,0.014925373134328358,0.030798389007344232,ambos,,False,False
65,expression from LLM question,pesquisa de preços obrigatória em licitações,6,21135,7.0,5.0,0.014925373134328358,0.015384615384615385,0.030309988518943745,ambos,3.0,True,True
65,expression from LLM question,pesquisa de preços obrigatória em licitações,7,18894,5.0,9.0,0.015384615384615385,0.014492753623188406,0.029877369007803793,ambos,,False,False
65,expression from LLM question,pesquisa de preços obrigatória em licitações,8,22168,10.0,6.0,0.014285714285714285,0.015151515151515152,0.029437229437229435,ambos,,False,False
