query_id,p_at_10_rag,r_at_10_rag,mrr_at_10_rag,ndcg_at_10_rag,p_at_10_graphrag,r_at_10_graphrag,mrr_at_10_graphrag,ndcg_at_10_graphrag,source,pergunta,delta_p_at_10,vencedor_p_at_10,delta_r_at_10,vencedor_r_at_10,delta_mrr_at_10,vencedor_mrr_at_10,delta_ndcg_at_10,vencedor_ndcg_at_10
115,0.3,0.2,1.0,0.4858487293317403,0.3,0.2,1.0,0.5915490573265824,LLM,A pesquisa de preços correntes no mercado é obrigatória em licitações?,0.0,Empate,0.0,Empate,0.0,Empate,0.10570032799484208,GraphRAG
116,0.4,0.3636363636363636,1.0,0.4498873763727655,0.5,0.4545454545454545,0.5,0.4818809355796682,LLM,O que fazer para verificar a vantajosidade da adesão à ata?,0.09999999999999998,GraphRAG,0.09090909090909088,GraphRAG,-0.5,RAG,0.03199355920690272,GraphRAG
117,0.3,0.2727272727272727,0.25,0.2123625795703058,0.5,0.4545454545454545,0.5,0.4294789330041775,LLM,É permitida a compensação entre acréscimos e supressões nos contratos administrativos?,0.2,GraphRAG,0.18181818181818177,GraphRAG,0.25,GraphRAG,0.2171163534338717,GraphRAG
118,0.3,0.3,1.0,0.6404910363416297,0.5,0.5,1.0,0.7976236458959763,LLM,Quais são as condições para que o restabelecimento total ou parcial de quantitativo de item anteriormente suprimido por aditivo contratual não configure compensação vedada pela jurisprudência do TCU?,0.2,GraphRAG,0.2,GraphRAG,0.0,Empate,0.1571326095543466,GraphRAG
119,0.5,0.4166666666666667,1.0,0.6867708551176969,0.4,0.3333333333333333,1.0,0.5185122427552843,LLM,A Administração pode indicar preferência por marcas em licitações para aquisição de cartuchos de tinta?,-0.09999999999999998,RAG,-0.08333333333333337,RAG,0.0,Empate,-0.16825861236241257,RAG
120,0.2,0.1666666666666666,1.0,0.3167502559071482,0.2,0.1666666666666666,1.0,0.3097509492995028,LLM,O TCU é responsável pela fiscalização das ações e serviços de saúde pagos com recursos repassados pela União no âmbito do Sistema Único de Saúde?,0.0,Empate,0.0,Empate,0.0,Empate,-0.006999306607645417,RAG
121,0.3,0.2307692307692307,1.0,0.3936751535738512,0.4,0.3076923076923077,1.0,0.5521799222672773,LLM,O que deve ser feito se não for possível obter preços referenciais nos sistemas oficiais para estimativa de custos em processos licitatórios?,0.10000000000000003,GraphRAG,0.07692307692307701,GraphRAG,0.0,Empate,0.1585047686934261,GraphRAG
122,0.5,0.4545454545454545,1.0,0.6489315753318466,0.5,0.4545454545454545,1.0,0.6168295842361273,LLM,É necessária ponderação entre a pontuação técnica e a de preço em uma licitação do tipo técnica e preço?,0.0,Empate,0.0,Empate,0.0,Empate,-0.03210199109571932,RAG
123,0.2,0.1538461538461538,1.0,0.3312106810887373,0.4,0.3076923076923077,0.25,0.3352811236922249,LLM,Como a pontuação desarrazoada pode limitar a competitividade nas licitações do tipo técnica e preço?,0.2,GraphRAG,0.1538461538461539,GraphRAG,-0.75,RAG,0.004070442603487601,GraphRAG
124,0.2,0.1818181818181818,0.3333333333333333,0.1268490566970713,0.2,0.1818181818181818,0.3333333333333333,0.1128621661619115,LLM,É possível prorrogar um contrato administrativo fora do término do prazo de vigência?,0.0,Empate,0.0,Empate,0.0,Empate,-0.013986890535159807,RAG
125,0.2,0.1666666666666666,1.0,0.6944551652854406,0.2,0.1666666666666666,0.2,0.1152655228484794,LLM,Qual é o problema na exigência de atestado de capacidade técnica para contratação de serviços advocatícios por conselho de fiscalização profissional?,0.0,Empate,0.0,Empate,-0.8,RAG,-0.5791896424369612,RAG
126,0.4,0.3636363636363636,0.25,0.3169161923094835,0.4,0.3636363636363636,1.0,0.4886446891881013,LLM,"É necessária reposição de importâncias indevidamente percebidas, de boa-fé, por servidores, em virtude de erro escusável de interpretação de lei por parte do órgão/entidade?",0.0,Empate,0.0,Empate,0.75,GraphRAG,0.1717284968786178,GraphRAG
127,0.2,0.1666666666666666,0.1428571428571428,0.0939867511658978,0.2,0.1666666666666666,0.3333333333333333,0.1379163826887377,LLM,É possível aquisição direta quando a falta de produto ou serviço pode colocar em risco a saúde das pessoas?,0.0,Empate,0.0,Empate,0.19047619047619052,GraphRAG,0.04392963152283991,GraphRAG
128,0.5,0.4545454545454545,1.0,0.4380750315915284,0.6,0.5454545454545454,0.5,0.5027799337471085,LLM,É obrigatória a divulgação dos preços estimados no edital nos pregões para aquisição de medicamentos?,0.09999999999999998,GraphRAG,0.09090909090909094,GraphRAG,-0.5,RAG,0.06470490215558011,GraphRAG
129,0.3,0.3,1.0,0.6598044472406182,0.4,0.4,1.0,0.7041027019743363,LLM,"A contratação de professores, conferencistas ou instrutores para ministrar cursos de treinamento ou aperfeiçoamento de pessoal se enquadra na inexigibilidade de licitação?",0.10000000000000003,GraphRAG,0.10000000000000003,GraphRAG,0.0,Empate,0.04429825473371818,GraphRAG
130,0.4,0.4,1.0,0.6832229730609226,0.5,0.5,1.0,0.5086251709508762,LLM,Qual é a diferença entre reajuste de preços e repactuação?,0.09999999999999998,GraphRAG,0.09999999999999998,GraphRAG,0.0,Empate,-0.17459780211004639,RAG
131,0.3,0.3,1.0,0.5489273541685502,0.2,0.2,1.0,0.53362847997678,LLM,É possível a aplicação da recomposição mesmo após a aplicação do reajuste previsto no contrato?,-0.09999999999999998,RAG,-0.09999999999999998,RAG,0.0,Empate,-0.015298874191770229,RAG
132,0.2,0.2222222222222222,1.0,0.5925454220768419,0.3,0.3333333333333333,0.5,0.4957971859809088,LLM,A retenção de pagamentos é permitida em caso de perda da regularidade fiscal?,0.09999999999999998,GraphRAG,0.1111111111111111,GraphRAG,-0.5,RAG,-0.09674823609593308,RAG
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LLM,Por que despesas desnecessárias e anteriores à celebração do contrato são consideradas irregulares?,0.0,Empate,0.0,Empate,0.0,Empate,0.0,Empate
134,0.4,0.3333333333333333,0.25,0.2890735375633491,0.4,0.3333333333333333,1.0,0.4517013942763547,LLM,Como o vínculo trabalhista ou societário pré-existente afeta a competitividade das licitantes no certame licitatório?,0.0,Empate,0.0,Empate,0.75,GraphRAG,0.16262785671300561,GraphRAG
135,0.4,0.3333333333333333,1.0,0.509126868146119,0.4,0.3333333333333333,1.0,0.5203071469456637,LLM,É permitido atribuir pontuação a uma empresa licitante nas licitações de técnica e preço com base na posse de determinados tipos de profissionais em seu quadro permanente?,0.0,Empate,0.0,Empate,0.0,Empate,0.011180278799544752,GraphRAG
136,0.1,0.0909090909090909,0.2,0.0432248346414597,0.0,0.0,0.0,0.0,LLM,Um erro material deve levar à desclassificação antecipada da proposta?,-0.1,RAG,-0.0909090909090909,RAG,-0.2,RAG,-0.0432248346414597,RAG
137,0.2,0.1818181818181818,1.0,0.5006148650802373,0.2,0.1818181818181818,0.5,0.3396780529059424,LLM,Há vedação à inclusão de novo documento destinado a atestar condição de habilitação preexistente em sede de diligência?,0.0,Empate,0.0,Empate,-0.5,RAG,-0.16093681217429495,RAG
138,0.3,0.25,1.0,0.4035015715464803,0.4,0.3333333333333333,1.0,0.5326208815196265,LLM,A exigência de comprovação de quantitativos mínimos em obras ou serviços com características semelhantes é legal?,0.10000000000000003,GraphRAG,0.08333333333333331,GraphRAG,0.0,Empate,0.1291193099731462,GraphRAG
139,0.3,0.3,0.3333333333333333,0.2954575170300125,0.4,0.4,0.5,0.3720414094712752,LLM,Qual a extensão da sanção de impedimento de licitar e contratar?,0.10000000000000003,GraphRAG,0.10000000000000003,GraphRAG,0.16666666666666669,GraphRAG,0.07658389244126268,GraphRAG
140,0.2,0.1666666666666666,1.0,0.5611931608107448,0.2,0.1666666666666666,1.0,0.5611931608107448,LLM,Quais documentos são exigidos para habilitação técnico-operacional em certames de obras e serviços de engenharia?,0.0,Empate,0.0,Empate,0.0,Empate,0.0,Empate
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LLM,Qual a finalidade do controle das autorizações de adesão?,0.0,Empate,0.0,Empate,0.0,Empate,0.0,Empate
142,0.2,0.3333333333333333,1.0,0.8102420089100565,0.2,0.3333333333333333,1.0,0.8102420089100565,LLM,Em que situações a apresentação do alvará de funcionamento é permitida na habilitação jurídica?,0.0,Empate,0.0,Empate,0.0,Empate,0.0,Empate
143,0.3,0.2727272727272727,1.0,0.5702190054338128,0.5,0.4545454545454545,1.0,0.6761249993747668,LLM,É permitida a acumulação do cargo de secretário municipal com o cargo de professor?,0.2,GraphRAG,0.18181818181818177,GraphRAG,0.0,Empate,0.10590599394095401,GraphRAG
144,0.2,0.1538461538461538,0.25,0.2039881078747246,0.1,0.0769230769230769,0.1111111111111111,0.0780376257675457,LLM,A prescrição da pretensão punitiva do TCU afeta o julgamento das contas?,-0.1,RAG,-0.0769230769230769,RAG,-0.1388888888888889,RAG,-0.1259504821071789,RAG
145,0.8,0.7272727272727273,1.0,0.8824619776713568,0.9,0.8181818181818182,1.0,0.910158287507954,LLM,O Banco de Preços em Saúde é uma referência de preços válida para a aquisição de medicamentos?,0.09999999999999998,GraphRAG,0.09090909090909094,GraphRAG,0.0,Empate,0.02769630983659721,GraphRAG
146,0.1,0.0833333333333333,0.1111111111111111,0.0512226464723166,0.1,0.0833333333333333,0.2,0.065826080016016,LLM,É possível a inclusão de serviços já previstos no edital em uma alteração contratual,0.0,Empate,0.0,Empate,0.0888888888888889,GraphRAG,0.014603433543699404,GraphRAG
147,0.1,0.0714285714285714,0.5,0.2684727757367675,0.1,0.0714285714285714,0.25,0.1832611797687642,LLM,O princípio da legalidade estrita pode ser afastado em favor de outros princípios no procedimento licitatório?,0.0,Empate,0.0,Empate,-0.25,RAG,-0.08521159596800329,RAG
148,0.4,0.3076923076923077,0.3333333333333333,0.3000587366766396,0.6,0.4615384615384615,0.5,0.4600680526017979,LLM,Quais fontes devem ser prioritárias na pesquisa de preços para a renovação do contrato de serviços de natureza continuada?,0.19999999999999996,GraphRAG,0.1538461538461538,GraphRAG,0.16666666666666669,GraphRAG,0.16000931592515827,GraphRAG
149,0.5,0.4166666666666667,1.0,0.5572490630684727,0.4,0.3333333333333333,1.0,0.6704672946962369,LLM,Devem ser aceitas nas contratações de software as cartas de exclusividade emitidas pelos próprios fabricantes?,-0.09999999999999998,RAG,-0.08333333333333337,RAG,0.0,Empate,0.11321823162776423,GraphRAG
150,0.5,0.4545454545454545,0.25,0.39599795284692,0.6,0.5454545454545454,0.3333333333333333,0.4422176628127554,LLM,Qual é a regra geral para a contratação de entidade para prestação de serviços de assistência médica a servidores?,0.09999999999999998,GraphRAG,0.09090909090909094,GraphRAG,0.08333333333333331,GraphRAG,0.046219709965835354,GraphRAG
